KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
,V900,코드 없음,확대된 전정수도관 증후군,Enlarged vestibular aqueduct syndrome,"CT에서 전정도수관 중심부의 폭이 1.5 mm를 넘고 청력검사상 난청 관련 진단기준*이 확인된 경우, 유전자검사를 시행하여 SLC26A4 유전자 돌연변이를 확인

* 청력검사
 - 순음청력검사, 언어청각검사, 청성뇌간반응역치검사(혹은 청성지속반응검사)를 포함한 청력검사
 - 영유아의 경우 고막운동성계측, 청성뇌간반응역치검사(혹은 청성지속반응검사)를 포함한 청력검사","영상검사, 유전학검사, 임상진단, 청력검사","(영상검사, 유전학검사, 임상진단, 청력검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견만으로 등록","임상진단, 청력검사","(임상진단, 청력검사)"
,V900,코드 없음,치상핵적핵담창구시상하핵 위축증,Dentatorubropallidoluysian atrophy (DRPLA),"운동실조, 무도증, 근간대경련, 치매, 뇌전증이 20세 미만의 청소년기부터 성인에서까지 다양한 형태로 발생할 수 있다. 상기 증상과 함께 가족력, 뇌영상검사, 뇌파검사, 인지기능검사에서 해당 질환이 의심되는 경우 유전학검사로 확진한다 (Atrophin-1 gene; CAG 반복수 증가)","영상검사, 특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 뇌파검사","(영상검사, 유전학검사) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사) 또는 (유전학검사, 임상진단) 또는 (유전학검사, 뇌파검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견만으로 등록","임상진단, 신경과전문의 확진","(임상진단, 신경과전문의 확진)"
,V900,코드 없음,템플 증후군,Temple syndrome,"임상증상) 저신장, 자궁내성장지연, 저체중출생력, 신생아시기 근긴장저하 소견시, 사춘기 조발증, 운동발달 지연, 넓은 이마, 짧은 코, 폭이 넓은 코끝 등 

유전학 검사) 
1) 메틸화 검사
2) 마이크로어레이검사로 결실 확인 후 FISH검사 등을 통해 부/모 어느 쪽 유래인지확인 을 통하여 염색체 14번의 maternal UPD 확인

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 항목 체크하여 신청)","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
,V900,코드 없음,푸마라제 결핍(증),Fumarase deficiency,"임상적 진단: 신생아 및 유아기 중증 심한 뇌병증 (영양 부족, 식욕 부진 및 의식 수준 저하), 경련,
안면이형성증 (전두부 돌출, 낮은 코, 양안격리증), 뇌자기공명영상 이상 (뇌실 확대, 다소뇌회증)

검사: 소변 유기산 검사 (fumaric acid 증가)와 fumarate hydratase enzyme activity 측정

유전자 검사: fumarate hydratase enzyme encoding 유전자 돌연변이 검사 ","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 임상진단) 또는 (유전학검사, 임상진단)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
,V900,코드 없음,피질하 낭을 동반한 거대뇌성 백질뇌병증,Megalencephalic leukoencephalopathy with subcortical cysts,"영상 검사: 피질 하 낭종을 동반한 백질뇌병증, 피질 하 백질 부종 등 특징적인 뇌 자기공명 영상 소견

임상 증상: 대두증, 운동장애, 인지기능장애, 발달 지연, 경련  

유전자 검사: MLC1 혹은 HEPACAM 유전자에서 돌연변이가 확인된 경우  ","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단) 또는 (영상검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 영상검사 및 임상소견만으로 등록   ","영상검사, 임상진단","(영상검사, 임상진단)"
,V900,코드 없음,헤임러 증후군,Heimler syndrome,"임상진단) 감각신경성 난청, 치아 법랑질 형성 부전, 손톱 기형, 망막색소침착

유전학적 검사) PEX6 혹은 PEX1 의 돌연변이","유전학검사, 임상진단","(유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
,V900,코드 없음,DHDDS 유전자 변이에 의한 운동 이상을 동반하거나 동반하지 않는 발달지연 및 발작,Developmental delay and seizures with or without movement abnormalities (DEDSM) due to DHDDS gene,"유전학적 검사: ACMG guideline에 따른 DHDDS 유전자의 이형 접합 pathogenic/likely pathogenic 변이가 확인된 경우 

임상 진단: 전반적 발달지연, 지적장애, 경련, 근긴장 저하, 운동 실조, 떨림, 근긴장이상, 저신장 등

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 항목 체크하여 신청)","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록 가능

*유전학 검사는 반복할 필요 없으나 최초 등록기관이 아닌 기관에서 재등록할 경우 담당 의료진이 기존 검사 결과를 확인해야 함

* 장애정도진단 (신체적 장애 또는 정신적장애(지적장애 또는 자폐성 장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
,V900,코드 없음,Hoyeraal-Hreidarsson 증후군,Hoyeraal-Hreidarsson syndrome,"자궁내 성장지연이 있으면서 소뇌형성저하증, 면역결핍증, 진행하는 골수형성부전으로 인한 범혈구감소증이 보이고 점차 선천성이상각화증의 증상인 손톱발톱이상증, 레이스모양의 피부색소침착과 구강 및 위장 점막의 백반증 등의 소견이 보임. 약 60% 이상에서 DKC1, TERT, RTEL1, TINF2, ACD, PARN 유전자의 이상소견을 발견할 수 있음. ","영상검사, 특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 유전학검사, 임상진단) 또는 (유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
,V900,코드 없음,MUTYH-연관 폴립증 (가족성 선종성 폴립증 2형),MUTYH-associated polyposis (Familial adenomatous polyposis type2),"o  아래의 소견 혹은 가족력을 바탕으로 임상적으로 의심함
① 60세 이전 10개 이상의 대장 선종의 병력
② 연령과 상관 없이 20개 이상의 대장 선종의 병력
③ 20개 이상의 대장 선종, 과증식성용종, 혹은 납작톱니 선종의 병력
④ 납작 톱니 선종 (S자 결장에 5개 이상, 10mm이상 크기 2개 이상)
⑤ 십이지장선종 및 암
o  유전자 검사: MUTYH 유전자의 돌연변이
o  조직학적 검사 (대장 선종, 납작 톱니 선종, 혹은 과증식성 용종)
o  대장내시경 검사","유전학검사, 조직학검사, 임상진단, 내시경검사","(유전학검사, 조직학검사, 임상진단, 내시경검사)","최초등록과 동일하며, 5년 이후 재등록 필요하다 사료될 경우 의료진의 임상소견만으로 등록 가능

* 대장내시경 소견","임상진단, 내시경검사","(임상진단, 내시경검사)"
,V900,코드 없음,POU3F3 관련 장애 (Snijders Blok-Fisher 증후군),POU3F3-related disorder (Snijders Blok-Fisher syndrome),"임상진단) 발달지연, 인지기능장애, 자폐스펙트럼장애, 뇌기형, 근력 저하, 경련

유전학적 검사) 염색체 핵형 검사 혹은 염색체 마이크로어레이

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 항목 체크하여 신청)","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
,V900,코드 없음,Schimke 면역-골 형성이상,Schimke immunosseous dysplasia (SIOD),"·임상증상: 척추 골단 이형성증 및 단신, 세포 면역성 결핍, 말기 신부전으로 이어지는 진행성 스테로이드 내성 양상의 신증후군, 고혈압,  피부 색소침착을 보이는 황반, 얇은 모발, 특징적 얼굴(삼각형 얼굴, 넓고 낮은 콧등, 넓은 코끝), 죽상 동맥 경화증 및 뇌 혈관질환,갑상선 기능 항진증, 장 병증, 빈혈 등 전신적

·유전학 검사: SMARCAL1유전자의 돌연변이","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
,V900,코드 없음,라만 증후군[태튼-브라운-라만 증후군],Rahman syndrome [Tatton-Brown-Rahman syndrome],"·임상 증상: 특징적인 얼굴 생김새 (통통한 볼, 넓은 이마 (높은 모발선), 튀어나온 이마, 깊게 위치한 눈, 눈꼬리 처짐, 양안 격리, 치아 이상 등), 과성장 (큰 키, 대두증 등), 다양한 정도의 지적 장애, 행동장애, 저긴장증, 잠복고환, 선천성 심장 이상, 갑상선기능저하증, 다양한 정도의 골격계 이상, 뇌의 구조적 이상 등

·유전학검사에서 HIST1H1E 유전자의 돌연변이 혹은 결실 확인

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애가 ""심한 장애""인 경우)
 – 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 항목 체크하여 신청)","유전학검사, 임상진단, 장애정도","(유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록

* 수술필요 또는 장애정도진단 (신체적 장애 또는 정신적 장애)가 ""심한 장애""인 경우)
 – 해당 질환을 원인으로 한 수술이 필요한 경우 또는 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
,V900,코드 없음,미세증후군 [와버그 미세증후군],Micro syndrome [Warburg micro syndrome],"임상 증상: 소두증, 소안구증, 미세각막, 선천성 백내장, 시신경 위축, 지적장애, 경직형 양하지마비, 성선기능저하증  

유전학 검사: RAB3GAP2, RAB18, TBC1D20 에서 의미있는 돌연변이가 확인되거나, RAB3GAP2, RAB18, TBC1D20를 포함한 1q41, 10p12, 20p13 에서 중복 혹은 결실 소견이 확인된 경우  ","유전학검사, 임상진단","(유전학검사, 임상진단)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록 가능

*유전학 검사는 반복할 필요 없으나 최초 등록기관이 아닌 기관에서 재등록할 경우 담당 의료진이 기존 검사 결과를 확인해야 함",임상진단,(임상진단)
,V900,코드 없음,"털손발톱치아형성이상 1,3형",Trichorhinophalangeal syndrome type I & III,"·임상 증상: 특징적인 열굴형태 ((가늘고, 숱이 적으며 옅은 색의 머리카락), 손톱의 이형성증, 저신장, 작은 손/발, 단지증, 고관절이형성증 등의 골격계 이상, 선천성 심기형
·유전학검사에서 TRPS1 유전자의 돌연변이 혹은 결실 확인

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적 장애 또는 자폐성 장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 항목 체크하여 신청)","영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요","(영상검사, 유전학검사, 임상진단, 장애정도 또는 수술필요)","최초등록과 동일하며, 5년 이후 재등록 필요하다 사료될 경우 의료진의 임상소견만으로 등록 가능

* 장애정도진단 (신체적 장애 또는 정신적 장애(지적 장애 또는 자폐성 장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도 또는 수술필요","(임상진단, 장애정도 또는 수술필요)"
,V900,코드 없음,CACNA1A 관련 장애,CACNA1A-related disorder,"o유전자검사 : CACNA1A 유전자의 질환 관련 돌연변이가 확인된 경우

o임상진단 : 전반적인 발달지연, 인지기능 및 지능 저하, 자폐, 근육저긴장증, 운동실조, 경련, 편두통, 소뇌기능 저하 및 눈떨림 및 시력 저하 등을 동반한 실조증, 가족성 반신마비 편두통, 소뇌 실조증, 경련성 뇌병증의 임상 증상

* 기타 : 장애정도진단 (신체적장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
장애의 원인 질환이 해당 질환인 경우에 한함
 – 공단 신청일 기준, 만 3세 미만의 경우 장애정도 불필요(장애정도 무관하게 6번 항목 체크하여 신청)","영상검사, 유전학검사, 임상진단, 장애정도","(영상검사, 유전학검사, 임상진단, 장애정도) 또는 (유전학검사, 임상진단, 장애정도)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록

* 기타 :  장애정도진단 (신체적장애 또는 정신적 장애(지적장애 또는 자폐성장애)가 ""심한 장애""인 경우)
 – 장애의 원인 질환이 해당 질환인 경우에 한함","임상진단, 장애정도","(임상진단, 장애정도)"
